Book Name,Author,Rating,Number of Reviews,Price,Listening Time (Minutes),Rank,Genre,Processed_Description,cluster
Creating True Prosperity,Shakti Gawain,4.9,18.0,421.0,225.0,3,"d, Body & Spirit","By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
Napoleon Hill's Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,4.7,1080.0,586.0,351.0,866,Family & Relationships,"In 1938 , publication all-time best-seller Think Grow Rich , Napoleon Hill revealed broken Devil ’ Code , forcing confess secret . The resulting manuscript - Outwitting Devil - proved controversial , hidden 70 year . Now , Sharon Lechter brings u important book , annotating editing contemporary audience . Using legendary ability get root human potential , Hill dig deep identify greatest obstacle face reaching personal goal - including fear , procrastination , anger , jealousy - tool orchestrated Devil . These hidden method control lead u ruin , Hill reveals seven principle good allow u finally triumph succeed .",1
Napoleon Hill's Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,4.7,1080.5,586.0,351.0,866,Family & Relationships,"In 1938 , publication all-time best-seller Think Grow Rich , Napoleon Hill revealed broken Devil ’ Code , forcing confess secret . The resulting manuscript - Outwitting Devil - proved controversial , hidden 70 year . Now , Sharon Lechter brings u important book , annotating editing contemporary audience . Using legendary ability get root human potential , Hill dig deep identify greatest obstacle face reaching personal goal - including fear , procrastination , anger , jealousy - tool orchestrated Devil . These hidden method control lead u ruin , Hill reveals seven principle good allow u finally triumph succeed .",1
Holes,Louis Sachar,4.7,4333.0,417.0,270.0,3,Children's Action & Adventure,"Stanley Yelnats ' family history bad luck , miscarriage justice sends Camp Green Lake Juvenile Detention Centre ( n't green n't lake ) , surprised .",1
The Power of Intention: Learning to Co-Create Your World Your Way,Dr. Wayne W. Dyer,4.7,1096.5,562.0,267.0,3,"d, Body & Spirit","Intention generally viewed pit bull kind determination propelling one succeed cost never giving inner picture . In view , attitude combine hard work indefatigable drive toward excellence way succeed . However , intention viewed differently audiobook . Dr. Wayne W. Dyer researched intention force universe allows act creation take place . This audiobook explores intention , something , energy 're part . We 're intended invisible power intention . This first audiobook look intention field energy access begin co-creating life power intention .",1
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren PhD,4.4,129.0,1008.0,784.0,4,Earth Sciences Books,"Best-selling author , psychologist , world-renowned expert dog behavior training Dr. Stanley Coren present informative , in-depth , fascinating book yet dog .",0
Deng Xiaoping: A Revolutionary Life,Alexander V. Pantsov,-1.0,267.25,1170.0,1306.0,3,Biographies & Autobiographies (Books),"Deng Xiaoping joined Chinese Communist movement youth rose rank become important lieutenant Mao 's 1930s onward . Two year Mao 's death 1976 , Deng became de facto leader Chinese Communist Party prime architect China 's post-Mao reform . Abandoning Maoist socioeconomic policy long fervently supported , set motion change would dramatically transform China 's economy , society , position world . Three decade later living result .",1
"The Third Wheel: Diary of a Wimpy Kid, Book 7",Jeff Kinney,4.6,6052.0,410.0,130.0,-1,",            5 star,          ,            ,              76%,            ,",Brought Puffin .,2
The Rider,Tim Krabbé,4.7,287.5,417.0,268.0,3,Contemporary Fiction (Books),"With The Rider , Tim Krabbé created book unique rank sporting literature . He describes one 150-kilometre race 150 page . In course narrative , get know forceful , bumbling Lebusque , aesthete Barthelemy , Young Turk Reilhan , mysterious rider Cycles Goff ' . Krabbé battle turn , failing descent , shining climb , suffering ( false ) flat . The outcome race , fact , merely last stanza exciting too-brief paean stamen , suffering , redeeming power humour .",0
The Housekeeper: A Twisted Psychological Thriller,Natalie Barelli,4.4,1724.5,1172.0,484.0,3,Suspense,"When Claire see Hannah Wilson exclusive Manhattan hair salon , 's like knife slicing barely healed scar . It may 10 year since Claire last saw Hannah , thought every day , good way . So Claire anyone would position - stalk .",1
Teachings of the Buddha: Revised and Expanded,Jack Kornfield (editor),4.6,155.0,100.0,217.0,3,Buddhist Philosophy & Practice,"This treasury essential Buddhist writing draw popular Indian , Tibetan , Chinese , Japanese source . Among selection earliest recorded saying Buddha practice freedom , passage later Indian scripture perfection wisdom , verse Tibetan master enlightened mind , song praise meditation Zen teacher . The audiobook also includes traditional instruction practice sitting meditation , cultivate calm awareness , live compassion . Jack Kornfield , one respected American Buddhist teacher , compiled teaching impart essence inspiration Buddhism listener spiritual tradition .",1
James and the Giant Peach,Roald Dahl,4.7,1691.5,615.0,198.0,3,Children's Fantasy (Books),Brought Penguin .,2
Iron Crowne,CD Reiss,4.6,102.0,668.0,467.0,3,Anthologies (Books),A new enemies-to-lovers standalone .,0
It's Not Your Money: How to Live Fully from Divine Abundance,Tosha Silver,4.8,465.0,668.0,365.0,3,Mysticism (Books),"It 's natural crave prosperity . Some seek manifest myriad way - using anything vision board writing pretend check million dollar bank divinity . Yet whatever come , n't , mind always seems want .",1
A Thing Beyond Forever: The reward for every true love is not love…,Novoneel Chakraborty,4.2,197.5,668.0,466.0,3,Literary Fiction,"What happens life play trick two innocent lover ? What happens first love , much possibility , come back bizarre astounding manifestation ever ?",1
"Risk Management, Fifth Edition: Concepts and Guidance",Carl L. Pritchard PMP PMI-RMP EVP,3.9,20.0,586.0,591.0,3,istration,"Emphasizing greater clarity risk practice , new edition Risk Management : Concepts Guidance maintains focus ability apply `` planned clairvoyance '' peer future . The book begin analyzing various system used apply risk management . It provides fundamental introduction basic associated particular technique , clarifying essential concept risk apply project . The second part book present specific technique necessary successfully implement system described Part I .",1
"The Secret of Happiness: Discovering the Source of Contentment, Peace, and Joy",Eckhart Tolle,5.0,4.0,410.0,192.0,3,Christianity (Books),"When resist present moment , close door happiness . But align , access source lasting peace contentment . On The Secret Happiness , Eckhart Tolle invite experience sense joy fulfillment radically change awakening consciousness realization beyond content thought .",1
The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,4.7,1213.0,569.0,404.0,899,Analysis & Strategy,"What Pixar , Google San Antonio Spurs basketball team common ? The answer owe extraordinary success team-building skill .",1
Chaurahe Par Seedhiyan,Kishore Choudhary,4.3,20.0,668.0,435.0,3,Short Stories (Books),"This collection Hindi short story , second edition , best-selling book Hindi fiction category .",0
Exploring the World of Lucid Dreaming,Stephen LaBerge PhD,4.6,375.0,586.0,616.0,2,"d, Body & Spirit","Lucid Dreaming - conscious awareness dream state - exhilarating experience . Because world experiencing one creation , impossible consciously influence outcome dream .",1
The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,4.6,254.5,586.0,607.0,3,Workplace Culture,"Managing people difficult wherever work . But tech industry , management also technical discipline , learning curve brutal - especially tool , text , framework help . In practical guide , author Camille Fournier ( tech lead turned CTO ) take stage journey engineer technical manager .",1
Nice Girls Don't Get the Corner Office: Unconscious Mistakes Women Make That Sabotage Their Careers (A Nice Girls Book),Lois P. Frankel,4.5,482.0,500.0,531.0,1,Analysis & Strategy,"The New York Times bestseller , 10 year must-have woman business , completely revised updated . In new edition , internationally recognized executive coach Lois P. Frankel reveals distinctive set behaviors-over 130 all-that woman learn girlhood ultimately sabotage adult . She teach eliminate unconscious mistake could holding back offer invaluable coaching tip easily incorporated social business skill . The result hundred thousand woman career opportunity never thought possible - every stage career , entry-level corner office ! Stop making `` nice girl '' error become career pitfall , :",1
"If You're Not First, You're Last: Sales Strategies to Dominate Your Market and Beat Your Competition",Grant Cardone,4.7,253.5,820.0,467.0,909,Textbooks & Study Guides,"During economic contraction , becomes much difficult sell product , maintain customer base , gain market share . Mistakes become costly , failure becomes real possibility able make transition .",1
The Dalai Lama's Cat + The Dalai Lama's Cat: Guided Meditations,David Michie,4.7,2030.0,1063.0,434.0,-1,",            5 star,          ,            ,              82%,            ,","Featuring delightful cast character timeless Buddhist wisdom , His Holiness ' compassion pervading every chapter , The Dalai Lama 's Cat simply enchanting . Not much fly-on-the-wall cat-on-the-sill , warmhearted tale small kitten rescued slum New Delhi find beautiful sanctuary sweeping view snowcapped Himalayas .",0
How Proust Can Change Your Life,Alain de Botton,4.3,235.5,937.0,306.0,3,Humorous Fiction,"For anyone ever wondered Marcel Proust mind wrote one-and-a-quarter-million word In Search Lost Time ( bedridden le ) , Alain de Botton answer . For , stylish , erudite frequently hilarious book , de Botton dip deeply Proust ’ life work - fiction , letter , conversation – distils rare self-help manual : one actually helpful .",1
Mini Habits for Weight Loss: Stop Dieting. Form New Habits. Change Your Lifestyle Without Suffering.,Stephen Guise,4.5,499.5,836.0,615.0,3,g & Wellness,You never diet .,1
"Investment Banking (3rd Edition): Valuation, LBOs, M&A, and IPOs",Joshua Rosenbaum,4.4,117.0,1055.0,855.0,3,Analysis & Strategy,"In constantly evolving world finance , solid technical foundation essential tool success . Until welcomed arrival author Josh Rosenbaum Josh Pearl , one taken time properly codify lifeblood corporate financier 's work - namely , valuation , essential lens investment banker . With release Investment Banking , Third Edition : Valuation , Leveraged Buyouts , Mergers & Acquisitions , Rosenbaum Pearl created definitive guide wish existed trying break Wall Street . It includes technical valuation fundamental well practical judgment skill perspective help guide science . This audiobook focus primary valuation methodology currently used Wall Street : comparable company analysis , precedent transaction analysis , discounted cash flow analysis , leveraged buyout analysis . With new fully revised edition , added comprehensive , rigorous set intuition-building problem-solving ancillaries anywhere , promise become essential , knowledge enhancing tool professional , professor , student .",1
Walk the Wire,David Baldacci,4.6,476.5,323.0,715.0,3,Suspense,"The number one best-selling author return highly charged thriller taking Amos Decker , proved one reader ’ favourite character date , action-packed investigation trademark twist turn make David Baldacci one world ’ favourite storyteller .",0
Karma Sutra (Hindi Edition): Karma Ke Siddhanton Ki Vivechana (Hingori Sutras),Hingori,4.1,4.0,501.0,224.0,1,Textbooks & Study Guides,The karmic code defines live life current birth destiny future life .,1
Forever My Saint: A Dark Romance,Monica James,4.6,44.0,836.0,620.0,3,Romance (Books),"All hope lost Zoey Hennessy walked back world , shaking beyond repair uttered two simple word .",1
"The Feynman Lectures on Physics: Volume 9, Basic Concepts in Classical Physics",Richard P. Feynman,-1.0,267.25,938.0,347.0,3,Education (Books),"Volume 9 make course time distance , vector , characteristic force , space-time , algebra , .",1
How to Raise Successful People: Simple Lessons for Radical Results,Esther Wojcicki,4.5,228.5,752.0,651.0,3,Relationships,"Random House present audiobook edition How Raise Successful People written Esther Wojcicki , read Andrea Gallo .",3
"The Little Book of Valuation: How to Value a Company, Pick a Stock and Profit",Aswath Damodaran,4.2,212.5,469.0,289.0,3,Analysis & Strategy,An accessible intuitive guide stock valuation .,1
India: From Midnight to the Millennium and Beyond,Shashi Tharoor,4.4,120.0,879.0,1139.0,3,Essays (Books),"`` Well-balanced , informative , highly readable . '' ( Amartya Sen )",1
Realizing the Power of Now: An In-Depth Retreat with Eckhart Tolle,Eckhart Tolle,4.6,13.0,1406.0,424.0,3,Christianity (Books),"What could recapture remarkable opening , make consistent way living world ? Throughout Europe North America , man named Eckhart Tolle emerged teacher unique ability draw u awakened state call `` presence . '' With Realizing Power Now : An In-Depth Retreat Eckhart Tolle , unparalleled opportunity immerse timeless dimension — place within u always ever beyond turmoil life , world calm beyond word , joy opposite .",1
101 Best Indian Fables for Children,Stuti Gupta,3.7,23.0,233.0,146.0,3,Children's Traditional Stories (Books),Would like meet ferocious king jungle ? How listening story cunning fox talk way tricky situation ? Wonder little monkey looking glass ? Or peacock crow fighting ?,1
The Billionaire's Secret Heart,Ivy Layne,4.3,781.0,233.0,156.0,3,Contemporary Fiction (Books),"Josephine : It worst blind date history universe , Holden Winters swept rescued .",1
Good Strategy/Bad Strategy: The Difference and Why It Matters,Richard Rumelt,4.5,601.0,1131.0,709.0,1,Leadership,Good Strategy/Bad Strategy clarifies muddled thinking underlying many strategy provides clear way create implement powerful action-oriented strategy real world .,1
Traction: Get a Grip on Your Business,Gino Wickman,4.7,1419.0,668.0,416.0,3,Leadership,"Do grip business , business grip ?",1
"Cinder: The Lunar Chronicles, Book 1",Marissa Meyer,4.6,3165.5,1063.0,603.0,3,Fantasy (Books),The first instalment The Lunar Chronicles - futuristic reenvisioning Cinderella Cinder cyborg mechanic .,0
Why I Love Singlehood: A Novel,Elisa Lorello,4.0,239.0,352.0,565.0,3,Women's Fiction,"Eva Perino single proud . So proud , fact , regularly boast blog , Why I Love Singlehood . But upon learning ex-boyfriend ’ engagement , Eva discovers foundation weaker façade . So begin clumsy ( occasionally uproarious ) search love secretly join online dating site , try hand speed dating , get involved one regular coffee shop , The Grounds .",1
168 Hours: You Have More Time Than You Think,Laura Vanderkam,4.3,195.5,844.0,468.0,348,Personal Success,"There 168 hour week . This book time really go , use better . It 's unquestioned truth modern life : starved time . With rise two-income family , extreme job , 24/7 connectivity , life frenzied barely find time breathe . We tell 'd like read , get gym regularly , try new hobby , accomplish kind goal . But give n't enough hour . Or else , n't make excuse , make sacrifice . To get ahead work spend le time spouse . To carve family time , put getting shape . To train marathon , cut back sleep . There better way - Laura Vanderkam found one .",1
Sales Revelation: Best of 45 Master Courses Reveals the Final Word in Sales,Brian Tracy,-1.0,267.25,2008.0,716.0,2,Textbooks & Study Guides,"Become sustaining resource sale professional entrepreneur today 's tough competitive market . The way people buy may change , way people sell get better .",1
Message in a Bottle: Booktrack Edition,Nicholas Sparks,4.6,580.0,500.0,593.0,3,Romance (Books),Message Bottle : Booktrack Edition add immersive musical soundtrack audiobook listening experience ! *,3
I Dared to Call Him Father: The Miraculous Story of a Muslim Woman’s Encounter with God,Bilquis Sheikh,4.9,735.5,702.0,425.0,3,Islam (Books),How I give God completely ? What happens I ?,1
Lost and Founder,Rand Fishkin,4.7,155.0,683.0,541.0,376,Industries,Penguin present audiobook edition Lost Founder written read Rand Fishkin .,3
Hippie,Paulo Coelho,4.2,513.0,683.0,472.0,1,Contemporary Fiction (Books),"Random House present audiobook edition Hippie Paulo Coelho , read Graham Halstead .",3
"Hal Koerner's Field Guide to Ultrarunning: Training for an Ultramarathon, from 50K to 100 Miles and Beyond",Hal Koerner,4.5,282.0,586.0,350.0,3,g (Books),"Ultramarathons n't leave much room mistake . Do n't learn hard way : Get jump training ultramarathon Hal Koerner 's Field Guide Ultrarunning , comprehensive handbook running 30 100 mile beyond , authored one experienced recognized athlete sport .",1
"Energy Medicine: Balancing Your Body's Energies for Optimal Health, Joy, and Vitality",Donna Eden,4.7,781.5,1055.0,811.0,3,Middle Eastern History (Books),"In updated expanded edition alternative-health classic , Donna Eden show listener work body 's energy system :",1
Buy Signals Sell Signals: Strategic Stock Market Entries and Exits,Steve Burns,3.9,76.0,233.0,108.0,3,ess & Careers,"The ultimate guide buying selling . Learn buy sell someone know watch , wait , profit market signal . Benefit someone 20 year ' experience .",0
Growth: From Microorganisms to Megacities,Vaclav Smil,4.5,134.5,820.0,1575.0,546,Environmental Conservation,"Growth unspoken explicit aim individual collective striving . It governs life microorganism galaxy ; shape capability extraordinarily large brain fortune economy . Growth manifested annual increment continental crust , rising gross domestic product , child 's growth chart , spread cancerous cell . In magisterial book , Vaclav Smil offer systematic investigation growth nature society , tiny organism trajectory empire civilization .",1
My Life with the Chimpanzees,Jane Goodall,4.6,170.5,500.0,223.0,4,Biology Books,"From time girl , Jane Goodall dreamed life spent working animal . Finally wish . When 26 year old , ventured forest Africa observe chimpanzee wild . On expedition braved danger leopard lion African bush . And got know amazing group wild chimpanzee - intelligent animal whose life , work play family relationship , bear surprising resemblance .",1
Emma [Naxos Edition],Jane Austen,4.3,2015.5,1003.0,999.0,3,Historical Fiction (Books),"One Jane Austen 's popular novel . Arrogant , self-willed , egotistical , Emma unusual heroine .",0
The Four-Day Workweek,Robert Grosse,3.4,2.0,469.0,278.0,3,ess & Careers,"This provocative book make compelling case reducing number workday week four . Globalization brought fiercer competition greater worker mobility , organization compete top talent , becoming open unconventional worker arrangement , remote working flextime .",1
The Death of Ivan Ilyich: A Leo Tolstoy Short Story,Leo Tolstoy,4.4,173.0,333.0,130.0,3,Fiction Short Stories,"The brilliance story normal bureaucrat , judge case , small accident wind gradually taking life . As deal incident , hope first despair , come term family , life , mediocrity suffer , except exceptional . This story ring particularly poignant note early middle age facing next part life . This story considered Tolstoy 's best .",0
Memories of My Melancholy Whores,Gabriel García Márquez,4.3,181.5,585.0,185.0,3,Magical Realism Fiction,"On eve 90th birthday , bachelor decides give wild night love virgin . As habit - purchased hundred woman - asks madam assistance . The 14-year-old girl procured enchanting , exhausted caring sibling job sewing button , little sleep . Yet sleeping beauty side , awakens romance never known .",1
On Writing Well: Audio Collection,William Zinsser,4.6,1405.0,4445.0,143.0,3,g Guides (Books),"This expanded audio collection present William Zinsser 's On Writing Well , classic teaching book sold 1 million copy , together new 90-minute section tell write memoir .",0
On Writing Well: Audio Collection,William Zinsser,4.6,1405.0,4445.0,143.0,4,g Guides (Books),"This expanded audio collection present William Zinsser 's On Writing Well , classic teaching book sold 1 million copy , together new 90-minute section tell write memoir .",0
Winning,Jack Welch,4.6,504.0,13345.0,683.0,4,Leadership,"Welch 's optimistic , excuse , get-it-done mind-set riveting . Packed personal anecdote written Jack 's distinctive no-b.s . voice , Winning great read great business book . It offer deep insight , original thinking , nuts-and-bolts advice bound change way people think work .",1
Dating Essentials for Men: The Only Dating Guide You Will Ever Need,Dr. Robert Glover,4.6,93.0,586.0,446.0,3,Family & Relationships,"Dating Essentials Men Dr. Robert Glover , author groundbreaking No More Mr. Nice Guy , `` un-pickup '' guide dating success .",1
Lean Analytics: Use Data to Build a Better Startup Faster,Alistair Croll,4.5,212.5,703.0,767.0,3,Leadership,"Marc Andreesen said `` market n't exist n't care smart . '' Whether 're startup founder trying disrupt industry , intrapreneur trying provoke change within , biggest risk building something nobody want .",1
Percy Jackson and the Greek Gods,Rick Riordan,4.7,1660.0,888.0,743.0,3,Children's Fantasy (Books),Who could tell true story god goddess Olympus better modern-day demigod Percy Jackson ?,0
Silent House,Orhan Pamuk,3.9,69.5,607.0,765.0,3,Contemporary Fiction (Books),The moving story Turkish family gathering shadow impending military coup 1980 .,0
Ahimsa,Supriya Kelkar,4.6,84.0,586.0,343.0,4,Family Life Fiction for Children,"In 1942 , Mahatma Gandhi asks Indians give one family member freedom movement , 10-year-old Anjali devastated think father risking life freedom struggle .",1
The Other Side of Midnight,Sidney Sheldon,4.4,542.0,937.0,869.0,3,Contemporary Fiction (Books),"This number-one New York Times best-selling novel Sidney Sheldon best ... novel complete tortured romantic entanglement , revers fortune , thrilling suspense , ultimate justice .",0
Homer Box Set: Iliad & Odyssey,Anthony Heald,-1.0,267.25,632.0,1502.0,3,Classic Literature,"Homer ’ Iliad Odyssey unquestionably two greatest epic masterpiece Western literature . Though 2,700 year old , story brave heroic , capricious god , towering human emotion vividly timeless .",0
Star Wars: Ahsoka,E. K. Johnston,4.65,2232.0,1256.0,424.0,3,s for Teens,Fans long wondered happened Ahsoka left Jedi Order near end Clone Wars reappeared mysterious Rebel operative Fulcrum Rebels . Finally story begin told .,1
"The Tao of Seneca: Practical Letters from a Stoic Master, Volume 1",Seneca presented by Tim Ferriss Audio,-1.0,267.25,836.0,526.0,3,Society & Culture (Books),"The Tao Seneca ( volume 1-3 ) introduction Stoic philosophy word Seneca . If study Seneca , 'll good company . He popular educated elite Greco-Roman Empire , Thomas Jefferson also Seneca bedside table . Thought leader Silicon Valley tout benefit Stoicism , NFL management , coach , player alike - team Patriots Seahawks - embraced principle make better competitor . Stoicism no-nonsense philosophical system designed produce dramatic real-world effect . Think ideal operating system thriving high-stress environment . This guide .",1
The Polyvagal Theory in Therapy: Engaging the Rhythm of Regulation,Deb Dana,4.8,224.0,586.0,352.0,1,Relationships,"This book offer therapist integrated approach adding polyvagal foundation work client . With clear explanation organizing principle Polyvagal theory , complex theory translated clinician client-friendly language . Using unique autonomic mapping process designed effectively track autonomic response pattern , book present practical way work client ' experience connection . Through exercise specifically created engage regulating capacity ventral vagal system , therapist given tool help client reshape autonomic nervous system .",1
The 3-Minute Rule: Say Less to Get More from Any Pitch or Presentation,Brant Pinvidic,4.9,81.5,754.0,315.0,3,ess Sales,"Want deliver pitch presentation grab audience ’ ever-shrinking attention span ? Ditch colorful slide catchy language . And follow one simple rule : Convey need said , clearly concisely , three minute le .",1
Slaughterhouse-Five,Kurt Vonnegut,4.5,3405.5,668.0,313.0,-1,",            5 star,          ,            ,              71%,            ,","Slaughterhouse-Five famous parable Billy Pilgrim , World War II veteran POW , later stage life , become `` unstuck time '' experience ( unwillingly ) known event chronology order sometimes simultaneously .",1
Memoirs and Misinformation: A Novel,Jim Carrey,4.3,836.0,1005.0,470.0,3,Metaphysical & Visionary Fiction,A New York Times Best Seller,0
Origin: Robert Langdon 5,Dan Brown,4.3,1033.5,300.0,461.0,3,Crime Thrillers,"By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
What Is Life?: With Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,4.5,285.5,586.0,368.0,3,Religion & Spirituality (Books),"Nobel laureate Erwin Schrödinger 's What Life ? one great science classic 20th century . A distinguished physicist 's exploration question lie heart biology , written layman proved one spur birth molecular biology subsequent discovery structure DNA . The philosopher Karl Popper hailed `` beautiful important book '' `` great man I owe personal debt many exciting discussion . ''",0
Ayoade on Top,Richard Ayoade,4.5,413.0,759.0,279.0,3,Theater & Ballet,"At last , definitive audiobook perhaps best cabin crew dramedy ever filmed : View Top starring Gwyneth Paltrow .",0
Boy: Tales of Childhood,Roald Dahl,4.6,653.5,615.0,191.0,2,Biographies & Autobiographies (Books),"Penguin present audiobook edition Boy Roald Dahl , read Dan Stevens .",3
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.8,2995.5,836.0,620.0,518,Textbooks & Study Guides,"In August 1914 , British ship Endurance set sail South Atlantic . In October 1915 , still half continent away intended base , ship trapped , crushed ice . For five month , Sir Ernest Shackleton men , drifting ice pack , castaway one savage region world .",1
"The Girl in the Spider's Web: Continuing Stieg Larsson's Dragon Tattoo Series, Book 4",David Lagercrantz,4.0,12734.5,873.0,1006.0,2,"Crime, Thriller & Mystery (Books)","Mikael Blomkvist contacted renowned scientist Professor Balder . Fearing life , concerned son 's well-being , Balder want Millennium publish story .",1
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.8,2997.5,836.0,620.0,518,Textbooks & Study Guides,"In August 1914 , British ship Endurance set sail South Atlantic . In October 1915 , still half continent away intended base , ship trapped , crushed ice . For five month , Sir Ernest Shackleton men , drifting ice pack , castaway one savage region world .",1
Collected Stories of William Faulkner,William Faulkner,4.4,95.0,1633.0,1873.0,4,Fiction Short Stories,"By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
"Mockingjay: The Hunger Games, Book 3",Suzanne Collins,4.5,18700.5,656.0,679.0,3,Children's Science Fiction (Books),My name Katniss Everdeen . Why I dead ? I dead .,1
Notes from the Underground,Fyodor Dostoevsky,4.3,100.0,668.0,320.0,3,Classic Fiction (Books),"A predecessor monumental work Crime Punishment The Brothers Karamazov , Notes From Underground represents turning point Dostoevsky 's writing towards political side . In work follow unnamed narrator disillusioned oppression corruption society life withdraws underground . Notes Underground show Dostoevsky best .",1
"Change Your Habits, Change Your Life: Strategies That Transformed 177 Average People into Self-Made Millionaires",Tom Corley,4.4,188.5,501.0,226.0,3,Personal Success,"Change Your Habits , Change Your Life follow-up Tom Corley 's best-selling book Rich Habits . Thanks extensive research habit self-made millionaire , Corley identified habit helped transform ordinary individual self-made millionaire . Success longer secret passed among elite wealthy .",1
The High Performance Entrepreneur,Subroto Bagchi,-1.0,267.25,1005.0,395.0,3,Analysis & Strategy,"In The High Performance Entrepreneur , Subroto Bagchi draw experience offer guidance idea stage initial public offering level . This includes deciding one ready launch enterprise , selecting team , defining value objective company , writing business plan , choosing right investor , managing adversity , building brand .",1
Crank Palace,James Dashner,-1.0,267.25,469.0,239.0,3,Dystopian Fiction for Teens,Newt hell back friend .,1
The Effective Manager,Mark Horstman,4.7,208.0,668.0,369.0,3,Analysis & Strategy,The how-to guide exceptional management bottom .,0
The Hero's 2 Journeys,Michael Hauge,4.8,6.0,501.0,195.0,4,Personal Development & Self-Help,"The `` Outer Journey '' essential structural principle driving every successful plot . Each brings year practical experience extensive research story structure , character arc , give story greater commercial appeal . Full specific example .",0
It Happened in India,Biyani Kishore,4.3,73.0,668.0,501.0,2,Anthropology (Books),"By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
HBR's 10 Must Reads on Strategic Marketing,Harvard Business Review,4.3,74.0,668.0,407.0,1,g (Books),"New best-selling HBR 's 10 Must Reads series . Stop pushing product - start cultivating relationship right customer . If listen nothing else marketing delivers competitive advantage , hear 10 article . We 've combed hundred article Harvard Business Review archive selected important one help reinvent marketing putting - customer - center business . Leading expert Ted Levitt Clayton Christensen provide insight advice need :",1
Grinding It Out: The Making of McDonald's,Ray Kroc,4.5,524.0,586.0,418.0,492,Industries,"Few entrepreneur claim radically changed way live , Ray Kroc one . His revolution food-service automation , franchising , shared national training , advertising earned place beside men woman founded business , entire empire . But even interesting Ray Kroc business man Ray Kroc man . Not typical self-made tycoon , Kroc 52 year old opened first franchise .",1
Behind Closed Doors,B A Paris,4.3,9629.5,713.0,526.0,3,Crime Thrillers,"In dark , psychological thriller , Georgia Maguire push listener explore furthest limit moral code . If circumstance bleak enough , would willing protect one love ?",1
"Change Your Schedule, Change Your Life: How to Harness the Power of Clock Genes to Lose Weight, Optimize Your Workout, and Finally Get a ...",Dr. Suhas Kshirsagar,4.7,134.5,1172.0,488.0,3,Personal Success,It 's ; 's schedule . Does sound like magic ? It 's . We 've heard circadian rhythm - biological process give u jet lag make u night owl early bird .,1
Triggers: Creating Behavior That Lasts - Becoming the Person You Want to Be,Marshall Goldsmith,4.5,381.5,879.0,396.0,3,ance,"In business , right behavior matter . But getting right tricky . Even acknowledge need change , life habit getting way , upsetting even best-laid plan . And manage situation provoke even rational among u behaving way would rather forget ?",1
Blade Runner: Originally published as Do Androids Dream of Electric Sheep?,Philip K. Dick,4.6,821.0,878.0,552.0,1,Science Fiction (Books),"Here classic sci-fi novel Do Androids Dream Electric Sheep ? , set nearly thirty year event new Warner Bros. film Blade Runner 2049 , starring Harrison Ford , Ryan Gosling , Robin Wright .",0
"Accessing the Healing Power of the Vagus Nerve: Self-Help Exercises for Anxiety, Depression, Trauma, and Autism",Stanley Rosenberg,4.6,365.5,1505.0,533.0,4,Neuroscience & Neuropsychology,The best-selling book topic — 13 language .,0
10 Masterpieces You Have to Read Before You Die 1,Jane Austen,4.4,337.5,401.0,6139.0,1,Classic Literature,This Audiobook contains following work :,1
"Power, Sex, Suicide: Mitochondria and the Meaning of Life",Nick Lane,4.6,202.5,703.0,954.0,3,Textbooks & Study Guides,"Mitochondria tiny structure located inside cell carry essential task producing energy cell . They found complex living thing , sense , fundamental driving complex life planet . But much .",1
Justice: What's the Right Thing to Do?,Michael J. Sandel,4.6,1133.5,752.0,661.0,2,Ethics & Morality Philosophy,"The unabridged , downloadable audiobook edition Michael J Sandel 's , Justice : What 's Right Thing Do ? read author .",3
The Bitcoin Standard: The Decentralized Alternative to Central Banking,Saifedean Ammous,4.8,631.0,836.0,676.0,3,Macroeconomics (Books),"When pseudonymous programmer introduced “ new electronic cash system ’ fully peer-to-peer , trusted third party ” small Online mailing list 2008 , paid attention . Ten year later , odds , upstart autonomous decentralized software offer unstoppable globally-accessible hard money alternative modern central bank . The Bitcoin Standard analyzes historical context rise bitcoin , economic property allowed grow quickly , likely economic , political , social implication .",1
The Boy in the Striped Pyjamas,John Boyne,4.6,5492.0,615.0,295.0,1,Children's Action & Adventure,What happens innocence confronted monstrous evil ?,1
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,4.7,2787.5,500.0,525.0,659,Atheism (Books),"By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
